
400; 300; w6;
 45; 35; z16;
35; 95; w1;
 220; 370; z16;
70; 400; w1;
 220; 370; z16;
70; 335; w6;
 75; 35; z11;
35; 70; w11;
 105; 35; z22;
35; 70; w11;
 370; 400; z20;
70; 400; w1;
 250; 370; z11;
35; 130; w11;
 250; 370; z11;
70; 400; w1;
 75; 35; z11;
35; 195; w1;
 135; 35; z18;
400; 300; w6;
 135; 35; z18;
70; 335; w6;
 105; 35; z22;
70; 35; w6;
 370; 400; z20;
130; 35; w11;
 250; 195; z20;
230; 130; w11;
 45; 195; z11;
230; 335; w6;
 340; 95; z22;
230; 165; w6;
 105; 195; z18;
230; 130; w11;
 370; 230; z17;
230; 300; w1;
 250; 195; z20;
230; 230; w11;
 45; 195; z11;
230; 370; w11;
 15; 195; z16;
230; 95; w11;
 370; 165; z26;
230; 95; w1;
 15; 195; z16;
230; 195; w1;
 370; 165; z26;
230; 195; w1;
 15; 195; z16;
230; 400; w1;
 165; 195; z17;
230; 230; w11;
 105; 195; z18;
230; 400; w1;
 220; 195; z17;
230; 35; w1;
 15; 195; z16;
230; 35; w1;
 45; 195; z11;
230; 335; w6;
 250; 195; z20;
230; 400; w1;
 310; 195; z16;
230; 95; w1;
 370; 165; z26;
230; 35; w1;
 75; 195; z22;
355; 195; w6;
 190; 195; z19;
230; 35; w1;
 190; 195; z19;
230; 70; w6;
 135; 195; z23;
35; 0; w1;
 45; 35; z16;
35; 0; w1;
 220; 370; z16;
70; 335; w6;
 220; 370; z16;
400; 300; w6;
 370; 400; z20;
35; 230; w11;
 220; 370; z16;
35; 130; w11;
 370; 400; z20;
35; 195; w1;
 220; 370; z16;
35; 230; w11;
 135; 35; z18;
35; 195; w1;
 370; 400; z20;
35; 95; w1;
 370; 400; z20;
400; 300; w6;
 250; 370; z11;
35; 0; w1;
 105; 35; z22;
230; 335; w6;
 340; 195; z11;
230; 400; w1;
 45; 195; z11;
355; 195; w6;
 75; 195; z22;
230; 265; w11;
 15; 195; z16;
230; 95; w11;
 75; 195; z22;
130; 35; w11;
 45; 195; z11;
230; 335; w6;
 370; 230; z17;
230; 35; w1;
 370; 165; z26;
230; 195; w1;
 370; 230; z17;
230; 230; w11;
 165; 195; z17;
230; 335; w6;
 75; 195; z22;
230; 230; w11;
 340; 195; z11;
130; 35; w11;
 15; 195; z16;
230; 130; w11;
 340; 95; z22;
230; 230; w11;
 220; 195; z17;
230; 400; w1;
 15; 195; z16;
230; 370; w11;
 75; 195; z22;
230; 265; w11;
 370; 165; z26;
230; 400; w1;
 340; 195; z11;
230; 230; w11;
 340; 95; z22;
230; 95; w11;
 220; 195; z17;
35; 130; w11;
 45; 35; z16;
70; 335; w6;
 250; 370; z11;
35; 95; w1;
 135; 35; z18;
35; 95; w1;
 45; 35; z16;
70; 335; w6;
 45; 35; z16;
35; 130; w11;
 165; 35; z23;
70; 400; w1;
 45; 35; z16;
400; 300; w6;
 75; 70; z23;
35; 230; w11;
 250; 370; z11;
230; 400; w1;
 105; 195; z18;
230; 265; w11;
 250; 195; z20;
230; 265; w11;
 75; 195; z22;
230; 165; w6;
 370; 165; z26;
230; 95; w1;
 340; 95; z22;
230; 95; w11;
 45; 195; z11;
230; 95; w1;
 45; 195; z11;
355; 195; w6;
 15; 195; z16;
230; 70; w6;
 15; 195; z16;
230; 195; w1;
 165; 195; z17;
230; 130; w11;
 370; 165; z26;
230; 300; w1;
 75; 195; z22;
230; 230; w11;
 15; 195; z16;
230; 165; w6;
 45; 195; z11;
230; 35; w1;
 220; 195; z17;
230; 95; w11;
 190; 195; z19;
230; 335; w6;
 370; 165; z26;
230; 130; w11;
 250; 195; z20;
70; 335; w6;
 370; 400; z20;
35; 130; w11;
 75; 70; z23;
70; 35; w6;
 45; 35; z16;
35; 195; w1;
 45; 35; z16;
70; 400; w1;
 220; 370; z16;
35; 95; w1;
 135; 35; z18;
35; 70; w11;
 220; 370; z16;
70; 335; w6;
 220; 370; z16;
35; 0; w1;
 135; 35; z18;
70; 35; w6;
 135; 35; z18;
400; 300; w6;
 105; 35; z22;
35; 230; w11;
 220; 370; z16;
35; 230; w11;
 45; 35; z16;
70; 335; w6;
 250; 370; z11;
230; 35; w1;
 340; 95; z22;
230; 265; w11;
 340; 95; z22;
230; 165; w6;
 15; 195; z16;
230; 70; w6;
 280; 195; z26;
230; 95; w1;
 340; 95; z22;
230; 95; w1;
 220; 195; z17;
230; 300; w1;
 310; 195; z16;
355; 195; w6;
 190; 195; z19;
230; 95; w11;
 340; 95; z22;
230; 95; w1;
 75; 195; z22;
230; 70; w6;
 220; 195; z17;
355; 195; w6;
 105; 195; z18;
230; 95; w11;
 340; 195; z11;
230; 265; w11;
 45; 195; z11;
230; 300; w1;
 340; 95; z22;
230; 95; w1;
 250; 195; z20;
230; 370; w11;
 280; 195; z26;
130; 35; w11;
 15; 195; z16;
230; 195; w1;
 190; 195; z19;
230; 400; w1;
 105; 195; z18;
230; 400; w1;
 15; 195; z16;
230; 95; w11;
 45; 195; z11;
230; 70; w6;
 310; 195; z16;
230; 35; w1;
 370; 165; z26;
35; 130; w11;
 220; 370; z16;
400; 300; w6;
 370; 400; z20;
400; 300; w6;
 75; 35; z11;
35; 0; w1;
 370; 400; z20;
70; 35; w6;
 15; 35; z26;
35; 95; w1;
 15; 35; z26;
35; 130; w11;
 250; 370; z11;
35; 230; w11;
 15; 35; z26;
230; 70; w6;
 75; 195; z22;
130; 35; w11;
 190; 195; z19;
230; 335; w6;
 105; 195; z18;
130; 35; w11;
 340; 95; z22;
230; 35; w1;
 190; 195; z19;
230; 130; w11;
 370; 165; z26;
230; 165; w6;
 105; 195; z18;
230; 130; w11;
 165; 195; z17;
355; 195; w6;
 135; 195; z23;
230; 95; w1;
 45; 195; z11;
130; 35; w11;
 75; 195; z22;
230; 195; w1;
 105; 195; z18;
130; 35; w11;
 45; 195; z11;
230; 335; w6;
 370; 230; z17;
230; 95; w11;
 105; 195; z18;
230; 265; w11;
 310; 195; z16;
230; 230; w11;
 105; 195; z18;
230; 35; w1;
 310; 195; z16;
230; 230; w11;
 340; 95; z22;
230; 195; w1;
 340; 195; z11;
230; 265; w11;
 75; 195; z22;
230; 95; w11;
 370; 165; z26;
35; 130; w11;
 370; 400; z20;
70; 35; w6;
 250; 370; z11;
70; 335; w6;
 370; 400; z20;
35; 0; w1;
 75; 35; z11;
70; 400; w1;
 15; 35; z26;
35; 195; w1;
 135; 35; z18;
35; 130; w11;
 15; 35; z26;
70; 35; w6;
 75; 70; z23;
35; 70; w11;
 135; 35; z18;
35; 70; w11;
 370; 400; z20;
35; 230; w11;
 75; 70; z23;
400; 300; w6;
 250; 370; z11;
35; 230; w11;
 105; 35; z22;
230; 335; w6;
 45; 195; z11;
230; 370; w11;
 340; 95; z22;
230; 370; w11;
 45; 195; z11;
230; 230; w11;
 280; 195; z26;
230; 335; w6;
 370; 165; z26;
230; 130; w11;
 280; 195; z26;
230; 370; w11;
 220; 195; z17;
230; 230; w11;
 250; 195; z20;
230; 35; w1;
 165; 195; z17;
230; 130; w11;
 135; 195; z23;
130; 35; w11;
 105; 195; z18;
230; 300; w1;
 75; 195; z22;
230; 400; w1;
 45; 195; z11;
230; 370; w11;
 370; 230; z17;
230; 165; w6;
 340; 95; z22;
230; 95; w11;
 250; 195; z20;
130; 35; w11;
 220; 195; z17;
355; 195; w6;
 310; 195; z16;
230; 165; w6;
 135; 195; z23;
230; 165; w6;
 250; 195; z20;
230; 400; w1;
 165; 195; z17;
230; 35; w1;
 45; 195; z11;
